3dsecure.offsitebutton.label,Proceed to 3dSecure,1
acceptjs.creditcard.header,Credit Card,1
acceptjs.echeck.header,eCheck,1
acceptjs.echeck.notconfigured,Accept.js must be configured to use EChecks.,1
acceptjs.enterpaymentdetails,Provide your payment details,1
acceptjs.filloutform,Please fill out the fields below,1
acceptjs.header,Accept.js,1
acceptjs.submit,Submit,1
acceptjs.submit.authorize,Authorize,1
account.addtomicropaybalance,Add to your MicroPay balance,1
account.aspx.1,There was an error saving your account profile. Please try again.,1
account.aspx.10,Your {0} Balance is: {1},1
account.aspx.100,Save,1
account.aspx.101,Cancel,1
account.aspx.102,Remove,1
account.aspx.103,Edit,1
account.aspx.104,Add Payment Type,1
account.aspx.106,Make My Primary Address,1
account.aspx.11,MicroPay,1
account.aspx.12,Your account information is used to login to the site. Please save your password in a safe place.,1
account.aspx.19,(at least 7 characters with at least one letter and one number),1
account.aspx.2,Your account has been updated.,1
account.aspx.20,Please enter a password so you can login to this site at a later time,1
account.aspx.27,"(May we contact you with product updates/information, etc.?)",1
account.aspx.28,Update Account,1
account.aspx.29,Your primary billing and shipping addresses are shown below:,1
account.aspx.3,"Your account has been updated, but your email address was not changed...there is already another registered user with that email address.",1
account.aspx.30,My Primary Billing Address,1
account.aspx.32,My Primary Shipping Address,1
account.aspx.35,You have active recurring (auto-ship) orders:,1
account.aspx.36,Order Number,1
account.aspx.37,(Click For Receipt),1
account.aspx.38,Order Date,1
account.aspx.39,Payment Status,1
account.aspx.4,View Your Order/Billing History,1
account.aspx.40,Shipping Status,1
account.aspx.41,Order Total,1
account.aspx.42,Customer Service Notes,1
account.aspx.43,Payment Method:,1
account.aspx.44,PayPal,1
account.aspx.45,Credit Card,1
account.aspx.48,Shipped,1
account.aspx.49,via,1
account.aspx.5,You have a current site subscription. Your subscription expires on: {0},1
account.aspx.50,on,1
account.aspx.51,Tracking Number:,1
account.aspx.52,Not Yet Shipped,1
account.aspx.54,REQUEST FOR QUOTE,1
account.aspx.57,Re-Order,1
account.aspx.6,You must enter at least one of First Name or Last Name.,1
account.aspx.61,Back To Account,1
account.aspx.68,The new passwords do not match!,1
account.aspx.69,"The new password you created is not a strong password. Please make sure that your password is at least 8 characters long and includes at least one upper case character, one lower case character, one number, and one ""symbol"" character (e.g. ?,&,#,$,%,etc).",1
account.aspx.7,Please enter at least 7 characters for your password.,1
account.aspx.70,"You have recurring orders that require your credit card info to be kept on file. If you uncheck this box, we will be unable to continue processing your recurring orders without contacting you for payment information.",1
account.aspx.74,Your password cannot be all spaces.,1
account.aspx.8,"Your passwords do not match, Please make sure your password is re-entered properly.",1
account.aspx.9,NOTE: You are a member of the <b>{0}</b> group.,1
account.aspx.91,Registration ID did not pass validation,1
account.aspx.92,You must have a billing address configured before you can add a credit card to your account.,1
account.aspx.93,Credit Card Number,1
account.aspx.96,Card Security Code,1
account.aspx.97,Billing Address,1
account.aspx.99,Make primary card,1
account.changepassword.example,password,1
account.changepassword.label,Change Your Password,1
account.changepassword.length,Your password must be 50 characters or less,1
account.changepassword.normalRegexFailure,The new password you created does not meet the minimum requirements. Please make sure that your password is at least 7 characters long and includes at least one letter and at least one number.,1
account.changepassword.strongRegexFailure,"The new password you created is not a strong password. Please make sure that your password is at least 8 characters long and includes at least one upper case character, one lower case character, one number, and one ""symbol"" character (e.g. ?,&,#,$,%,etc).",1
account.confirmchangepassword.example,password,1
account.confirmchangepassword.label,Confirm Your Password,1
account.confirmchangepassword.length,Your password must be 50 characters or less,1
account.confirmchangepassword.mismatch,The password and the confirmation password do not match.,1
account.editAddresses,Edit Addresses,1
account.emailaddress.example,name@domain.com,1
account.emailaddress.format,Please enter a valid email address,1
account.emailaddress.invalid,Please enter a valid email address,1
account.emailaddress.label,Your Email,1
account.emailaddress.length,Your email address must be 100 characters or less,1
account.emailaddress.required,Please enter your email address,1
account.emailconfirmation.example,name@domain.com,1
account.emailconfirmation.invalid,Your confirmation email does not match,1
account.emailconfirmation.label,Confirm Your Email,1
account.emailconfirmation.required,Please confirm your email address,1
account.expires,Expires,1
account.firstname.example,John,1
account.firstname.label,Your First Name,1
account.firstname.length,Your first name must be 100 characters or less,1
account.firstname.required,Please enter first name,1
account.lastname.example,Smith,1
account.lastname.label,Your Last Name,1
account.lastname.length,Your last name must be 100 characters or less,1
account.lastname.required,Please enter last name,1
account.oktoemail.label,OK To Email,1
account.over13.label,I am over 13 years old,1
account.password.label,Your Password,1
account.password.length,Your password must be 50 characters or less,1
account.phone.example,(541) 867-5309,1
account.phone.label,Phone,1
account.phone.length,Your phone number must be 25 characters or less,1
account.phone.required,Phone Number is Required,1
account.phone.whats-this.content,We will only use your phone number to contact you with questions about your order,1
account.recurringorders.view,View,1
account.rememberpassword.whats-this.content,Checking this will keep you logged in (by saving a cookie to your computer) - even if you close your browser.,1
account.remove.header,Remove Account,1
account.removeaccount,Remove Account,1
account.storecc.label,Save My Credit Card Info,1
account.strongPassword,"At least 8 characters long and include at least one upper case character, one lower case character, one number, and one ""symbol"" character (e.g. ?,&,#,$,%,etc).",1
account.vatid.label,Qualify for zero-rate purchases? Enter your VAT ID here,1
account.vatid.length,Your VAT ID must be 100 characters or less,1
account.wallet.remove.prompt,Are you sure?,1
address.addbilling,Add New Billing Address,1
address.address1.example,123 Main St,1
address.address1.label,Address Line 1,1
address.address1.length,Your address lines must each be 100 characters or less,1
address.address1.required,Please enter your street address,1
address.address2.example,Fourth floor,1
address.address2.label,Address Line 2,1
address.address2.length,Your address lines must each be 100 characters or less,1
address.addshipping,Add New Shipping Address,1
