admin.databasemaintenance.overdue,"It has been more than 1 month since <a href=""databasemaintenance.aspx"">Database Maintenance</a> was run on your site.  Not performing this maintenance regularly can lead to slow site performance and possible support issues.",1
admin.databasemaintenance.PageInfo,"This page helps you perform recommended maintenance on your storefront database. You should run this maintenance when site activity is minimal, as the store database could be locked for several minutes during these operations. We strongly recommended that you perform this maintenance frequently, at least once per month, but much more frequently on busy sites.",1
admin.databasemaintenance.Processing,Processing,1
admin.databasemaintenance.PurgeAll,Purge all records that are marked as Deleted,1
admin.databasemaintenance.PurgeAnon,Purge Anon Customers,1
admin.databasemaintenance.SaveSettings,Save Settings,1
admin.databasemaintenance.tooltip.anonymizeinactivecustomers,Anonymizes inactive customer and order records,1
admin.databasemaintenance.tooltip.imgClearAllShoppingCarts,"If activated, all shopping cart items will be cleared that are older than the # of days specified (wishlists and recurring orders not affected by this checkbox). If you wish to set the aging # days for all shopping carts, see Setting: AgeCartDays.",1
admin.databasemaintenance.tooltip.imgClearAllWishLists,"If activated, all wishlist items will be cleared that are older than the # of days specified.",1
admin.databasemaintenance.tooltip.imgClearProductViewsOlderThan,"If activated, product views older than the # of days selected will be cleared.",1
admin.databasemaintenance.tooltip.imgClearRTShippingDataOlderThan,This will clear the RTShippingRequests and RTShippingResponses stored in the database.,1
admin.databasemaintenance.tooltip.imgClearSearchLogOlderThan,"If activated, all search logs will be cleared that are older than the # of days specified.",1
admin.databasemaintenance.tooltip.imgEraseAddressCreditCards,"This option allows you to remove the customer credit card information (which is encrypted) from the Address records which are older than the # of days specified. The credit card information is almost never needed after an order has been successfully processed and shipped and then nothing has been heard back from the customer for 30 days. This does not affect the customer's main account record, and their credit card information remains in that account record, intact, in an encrypted state if Setting: StoreCCInDB is set to Yes.",1
admin.databasemaintenance.tooltip.imgEraseOrderCreditCards,"Since order records contain a complete snapshot of all customer data, this option allows you to remove the customer credit card information (which is encrypted) from the order records which are older than the # of days specified. The credit card information is almost never needed after an order has been successfully processed and shipped and then nothing has been heard back from the customer for 30 days. This does not affect the customer's main account record, and their credit card information remains in that account record, intact, in an encrypted state if Setting: StoreCCInDB is set to Yes.",1
admin.databasemaintenance.tooltip.imgLocalizationData,"If checked, data for locales that no longer exist will be cleaned out of the LocalizedObjectName table.  Note that this only affects localization data used for the product and entity grids in the admin console.",1
admin.databasemaintenance.tooltip.imgProfile,"If activated, profiles older than the # of days selected will be cleared.",1
admin.databasemaintenance.tooltip.imgPurgeAnonUsers,"If checked, the store will delete all customer records that belong to Anonymous customers. Anonymous customers are those who have added something to their cart (or take an action on the store which requires them to have a record in the Customer database table) but they have never registered, checked out, etc. These are records that can be safely deleted. If a purged Anonymous customer returns to the store later, they will simply get a new customer record automatically created for them.",1
admin.databasemaintenance.tooltip.imgPurgeDeletedRecords,"This will permanently delete records in the database that are marked as deleted. Includes: Products, Entities, Topics, ShippingZones, SalesPrompts, Promotions, Affiliates, Customers, and Addresses.",1
admin.databasemaintenance.tooltip.imgSaveSettings,Select this option if you want to save your settings for next time.,1
admin.databasemaintenance.tooltip.imgSecurityLog,"If activated, all Security Log entries older than 1 year will be cleared.",1
admin.databasemaintenance.tooltip.imgTuneIndexes,"Select this option to tune the table indexes. Periodically, they can require some reorganization for maximum performance. If you select this option, your database may be locked for several minutes while the indexes are tuned.",1
admin.databasemaintenance.tooltip.imgUpdateStats,Select this option to update database statistics used for optimizing SQL query run times.  This can cause database maintenance to take significantly longer to run on sites with lots of data.,1
admin.databasemaintenance.TuneIndexes,Tune Indexes,1
admin.databasemaintenance.UpdateStatistics,Update Statistics,1
admin.default.auditsummary,"You have {0} security issue(s) and {1} configuration issue(s) to address.  Click <a href=""about.aspx"">here</a> to find out more.",1
admin.default.CachingIs,Caching Is:,1
admin.default.CardinalEnabled,Cardinal Enabled:,1
admin.default.ChangeEncryptKey,Time To Change Your Encrypt Key!,1
admin.default.CommonLinks,Common Links,1
admin.default.CurrentServerDateTime,Current Server Date/Time:,1
admin.default.CustomerLocaleSetting,Customer Locale Setting:,1
admin.default.ExecutionMode,Execution Mode:,1
admin.default.GatewayMode,Gateway Mode:,1
admin.default.IsSecureConnection,Is Secure Connection:,1
admin.default.LatestOrders,Latest Orders,1
admin.default.LatestOrdersCustomer,Customer,1
admin.default.LatestOrdersDate,Date,1
admin.default.LatestOrdersOrder,Order,1
admin.default.LatestOrdersShipping,Shipping,1
admin.default.LatestOrdersTotal,Total,1
admin.default.MicroPayEnabled,MicroPay Enabled:,1
admin.default.OnLiveServer,On Live Server:,1
admin.default.PaymentGateway,Payment Gateway:,1
admin.default.PaymentMethods,Payment Methods:,1
admin.default.PrimaryStoreCurrency,Primary Store Currency:,1
admin.default.PrimaryStoreLocaleSetting,Primary Store Locale Setting:,1
admin.default.RevenueHeader,Revenue,1
admin.default.SecurityAudit,Security & E-commerce Audit,1
admin.default.SQLLocaleSetting,SQL Locale Setting:,1
admin.default.StoreCreditCards,Store Credit Cards:,1
admin.default.SystemInformation,System Information,1
admin.default.TopProductsHeader,Top 10 Products by Sales,1
admin.default.TransactionMode,Transaction Mode:,1
admin.default.TrustLevel,Trust Level:,1
admin.default.UseSSL,Use SSL:,1
admin.default.UsingGatewayRecurringBilling,Using Gateway Recurring Billing:,1
admin.default.Version,Version (Code/DB):,1
admin.default.ViewManageProducts,View/Manage Products,1
admin.default.ViewOrders,View Orders,1
admin.defineextendedprices,Define Extended Prices by Customer Level,1
admin.displayorder.HeaderTip,"This page enables you to set the display order for Product Groups, which controls the order in which they appear on the front-end of your site. Click Refresh Store when finished.",1
admin.editaddress.Address1,Address1,1
admin.editaddress.Address2,Address2,1
admin.editaddress.City,City,1
admin.editaddress.Company,Company,1
admin.editaddress.Country,Country,1
admin.editaddress.EditAddresses,Edit Addresses,1
admin.editaddress.Email,E-Mail,1
admin.editaddress.FirstName,FirstName,1
admin.editaddress.LastName,LastName,1
admin.editaddress.MakePrimaryBilling,Make Primary Billing Address,1
admin.editaddress.MakePrimaryShipping,Make Primary Shipping Address,1
admin.editaddress.Nickname,NickName,1
admin.editaddress.Phone,Phone,1
admin.editaddress.ResidenceType,Residence Type,1
admin.editaddress.State,State/Province,1
admin.editaddress.Suite,Suite,1
admin.editaddress.Zip,Postal Code,1
admin.editaddressrecurring.CardExpirationMonthNotification,Please specify the Card Expiration Month.,1
admin.editaddressrecurring.CardExpirationYearNotification,Please specify the Card Expiration Year,1
admin.editaddressrecurring.CardNameIsRequired,Card Name Is Required.,1
admin.editaddressrecurring.CardNumberIsRequired,Card Number Is Required.,1
admin.editaddressrecurring.CardTypeIsRequired,Card Type Is Required.,1
admin.editAffiliates.Address1,Address1:,1
admin.editAffiliates.Address2,Address2:,1
admin.editAffiliates.City,City:,1
admin.editAffiliates.EnterEmailAddress,Please enter E-Mail Address,1
admin.editAffiliates.ErrorMessageFirstName,Fill in First Name,1
admin.editAffiliates.FirstName,First Name,1
admin.editAffiliates.InvalidEmailFormat,Invalid e-mail format,1
admin.editAffiliates.InvalidPasswordExpression,"Password validation expression is invalid, please notify site administrator",1
admin.editAffiliates.InvalidPasswordValidation,Invalid Password Validation Pattern,1
admin.editAffiliates.LastName,Last Name:,1
admin.editAffiliates.NickName,Nick Name:,1
admin.editAffiliates.ParentAffiliate,Parent Affiliate:,1
admin.editAffiliates.RepeatPassword,Repeat Password:,1
admin.editAffiliates.TakenEmailAddress,E-mail address has already been used for another affiliate.,1
admin.editAffiliates.WebSiteDescription,Web Site Description:,1
admin.editAffiliates.WebSiteInformation,Web Site Information:,1
admin.editAffiliates.WebSiteName,Web Site Name:,1
admin.editAffiliates.WebSiteNotification,Enter these fields if the affiliate will be using a web site to link to us.,1
admin.editAffiliates.WebSiteUrl,Web Site URL:,1
admin.editAffiliates.Zip,Zip:,1
admin.editCustomerLevel.AddingCLevel,Adding New Customer Level:,1
admin.editCustomerLevel.EditingCLevel,Editing Customer Level: {0} (ID={1}),1
admin.editCustomerLevel.EnterCLevelInfo,Please enter the following information about this Customer Level.,1
admin.editCustomerLevel.IfYesCustomerCoupon,"if yes, then if the customer enters a valid promotion, that promotion discount will be applied to the ENTIRE ORDER, ON TOP of any level extended prices and level discounts. If no, then these customers are not allowed to enter promotion codes.",1
admin.editCustomerLevel.IfYesCustomerOrders,"if yes, then all customer orders for this level will have $0 tax charged, regardless of their address.",1
admin.editCustomerLevel.IfYesDiscountAmount,"if yes, then percentage customer level discounts will be applied ON TOP of level extended prices. If no, then if an extended price exists for a product, that price is used as is.  Amount discounts are not affected by this setting, that discount is always taken at the end.",1
admin.editCustomerLevel.IfYesFreeShipping,"if yes, then all customer orders for this level will have $0 shipping charges on their order.",1
admin.editCustomerLevel.IfYesQuantityDiscount,"if yes, then all quantity discount tables (specified elsewhere) are applied on a product by product basis, based on quantity. Discounts are applied after extended price, or level discounted price is applied.",1
admin.editCustomerLevel.LevelAllowsCouponsOnOrders,Level Allows Promotions On Orders,1
admin.editCustomerLevel.LevelAllowsQuantityDiscounts,Level Allows Quantity Discounts,1
admin.editCustomerLevel.LevelDiscountAmount,Level Discount Amount,1
admin.editCustomerLevel.LevelDiscountExtendedPricing,Level Discount Also Apply To Extended Prices,1
admin.editCustomerLevel.LevelDiscountPercent,Level Discount Percent,1
admin.editCustomerLevel.LevelIncludesFreeShipping,Level Includes Free Shipping,1
admin.editCustomerLevel.LevelNoTaxOnOrders,Level Has No Tax On Orders,1
admin.editCustomerLevel.Notification,"Enter the name for this level (e.g. Reseller, Wholesaler, Platinum, Gold, Preferred, etc. Short names work best.",1
admin.editCustomerLevel.NotificationValue,"(Enter 0, or a percentage like 5 or 7.5) if non-zero, this each product price will be discounted by this amount for customers of this level. If Level Discounts also apply to extended prices is also checked, this discount percentage will ALSO be applied to any level specific extended prices. Generally, if you are going to the trouble of setting up extended pricing schemes, this percentage should be 0, and the extended prices should be the actual level price. If you don't want go to all the work of setting up extended prices for each product, this percentage discount is the best way to go to offer reseller/wholsale pricing to certain customers.",1
admin.editCustomerLevel.NotificationValues,"(Enter 0, or a dollar amount like 2.50 or 10.00) if non-zero, this amount will be subtracted from the entire order total, after all other criteria/discounts etc are applied. It will be unusual to apply this kind of level discount, but you can.",1
admin.editCustomerLevel.Warning,"WARNING: You can easily define a pricing/level/extended pricing/quantity pricing/promotion scheme that NO ONE could possibly figure out how the actual pricing was computed. Our suggestion is to KEEP IT SIMPLE. If you use Discount Percents for levels, DON'T USE extended pricing, and TURN OFF promotions for the level, etc... If you want to define extended pricing for each product variant, then set ALL level discounts to 0, disallow promotions, etc... AspDotNetStorefront will ALWAYS compute a price for each product and the entire order, but YOU may not be able to explain how the price was arrived at to your customers. KEEP IT SIMPLE!",1
admin.editextendedprices.CustomerLevel,Customer Level,1
admin.editextendedprices.ExtendedPrice,Extended Price,1
admin.editfeed.AutoFTP,Auto FTP:,1
admin.editfeed.buttonExecuteFeed,Execute Feed,1
admin.editfeed.FeedName,*Feed Name:,1
admin.editfeed.FTPFilename,FTP Filename:,1
admin.editfeed.FTPPassword,FTP Password:,1
admin.editfeed.FTPPort,FTP Port:,1
admin.editfeed.FTPServer,FTP Server:,1
admin.editfeed.FTPUsername,FTP Username:,1
admin.editfeed.msgEnterFeedName,Please enter the feed name,1
admin.editfeed.msgPortNumber,The port number must be a value between 1 and 65535,1
admin.editfeed.msgselectStore,Please select a Store,1
admin.editfeed.Store,*Store:,1
admin.editfeed.tooltip.imgFtpFileName,"Include full remote path here if required, as specified by your feed provider manual, e.g. /uploaddirectory/myaccount/feedfilename.txt",1
admin.editfeed.tooltip.imgFtpPort,The default FTP port is 21,1
admin.editfeed.tooltip.imgFtpPwd,Leave blank only if the ftp server allows anonymous login,1
admin.editfeed.tooltip.imgFtpServer,e.g. ftp.feedsrus.com,1
admin.editfeed.tooltip.imgFtpUserName,Leave blank only if the ftp server allows anonymous login,1
admin.editfeed.tooltip.imgStoreID,Feeds will be created based on the store selected.,1
admin.editfeed.XMLPackage,*XmlPackage:,1
admin.editgiftcard.Action,Action,1
admin.editgiftcard.Certificate,Certificate,1
admin.editgiftcard.ClickHere,"To update or view the transaction history for this gift card, or to add or remove funds from this gift card, click",1
admin.editgiftcard.EmailBody,E-Mail Body,1
admin.editgiftcard.EmailSubject,E-Mail Subject,1
admin.editgiftcard.EmailTo,E-Mail To,1
admin.editgiftcard.EnterEmailPreferences,Please fill out the E-Mail preferences.,1
admin.editgiftcard.EnterValue,Please enter the initial gift card value.,1
admin.editgiftcard.ExistingGIftCard,There is already another Gift Card with that Serial Number,1
admin.editgiftcard.FillSerialNumber,Fill in Serial Number,1
admin.editgiftcard.GiftCardAdded,Gift Card Added.,1
admin.editgiftcard.GiftCardDetails,Gift Card Details,1
admin.editgiftcard.GiftCardType,Gift Card Type,1
admin.editgiftcard.GiftCardUpdated,Gift Card Updated.,1
admin.editgiftcard.IfGiftCard,If gift card is,1
admin.editgiftcard.InitialAmount,Initial Amount,1
admin.editgiftcard.InvalidEmail,Invalid e-mail,1
admin.editgiftcard.NACustomer,Customer Name: N/A,1
admin.editgiftcard.NewGiftCard,New Gift Card,1
admin.editgiftcard.OriginalOrderNumber,Original Order Number,1
admin.editgiftcard.Physical,Physical,1
admin.editgiftcard.Purchaser,E-mail address of purchaser (must already exist),1
admin.editgiftcard.RemainingBalance,Remaining Balance,1
admin.editgiftcard.SelectGiftCardType,Select Gift Card Type!,1
admin.editgiftcard.SelectType,Select Type,1
admin.editgiftcard.SerialNumber,Serial Number,1
admin.editgiftcard.tooltip.imgCustomer,Begin to type an existing e-mail and watch for the drop down to select the one you want.,1
admin.editgiftcard.tooltip.imgEmailBody,The message of the E-Mail,1
admin.editgiftcard.tooltip.imgEmailName,The subject of the E-Mail,1
admin.editgiftcard.tooltip.imgEmailTo,The E-Mail address of recipient,1
admin.editgiftcard.tooltip.imgSerial,"We will auto-generate a unique serial number but you can create your own - keep them unique though, please!",1
admin.editgiftcard.tooltip.imgType,The type of Gift Card,1
admin.editnews.AddingNews,Create News Item,1
admin.editnews.EditingNews,Edit News Item,1
admin.editnews.ExpirationDate,Expiration Date:,1
admin.editnews.Headline,Headline:,1
admin.editnews.NewsCopy,News Copy:,1
admin.editorderoption.CreateOrderOption,Create Cart Upsell,1
admin.editorderoption.EditingOrderOption,Editing Cart Upsell: {0} (ID={1}),1
admin.editproducttype.UpdateSuccessful,Product Type Updated.,1
admin.editproductvariant.Color,Color,1
admin.editproductvariant.Colors,Colors,1
admin.editproductvariant.ColorSizeSummary,Color/Size Summary,1
admin.editproductvariant.ColorSkuModifier,Color SKU Modifier,1
admin.editproductvariant.ColorSkuModifiers,Color SKU Modifiers,1
admin.editproductvariant.DimensionsAllOrNone,Enter all Dimension Fields or None of them,1
admin.editproductvariant.Size,Size,1
admin.editproductvariant.Sizes,Sizes,1
admin.editproductvariant.SizeSkuModifier,Size SKU Modifier,1
admin.editproductvariant.SizeSkuModifiers,Size SKU Modifiers,1
admin.editproductvariant.tooltip.ActualCost,"Your cost for this item.  This field is not required and is not used by AspDotNetStorefront, however it is useful if you wish to generate custom profitability reports.",1
admin.editproductvariant.tooltip.Colors,"If this item has a choice of colors, enter them here as a comma separated list (such as Red,Green,Blue).  If certain colors cost more than others, you can add a price modifier as well using square brackets,  For example, if Red costs $3.00 more than blue, you can enter the colors as Red[3.00],Blue.  If someone selects red, $3.00 will be added to the price.  DO NOT ENTER SPECIAL CHARACTERS SUCH AS AMPERSANDS OR SLASHES INTO COLOR NAMES.",1
admin.editproductvariant.tooltip.ColorSkuMods,"If this item has colors and the SKU varies by color, enter a comma separated list of the sku modifiers here.  These will be added to the end of the SKU when a customer purchases this item/color combination.  For example, if you sell Red, Green, and Blue shirts, you could enter r,g,b here, and when this item is ordered in red, the sku would be 12345r (where ""r"" was the sku modifier you specified for red).",1
admin.editproductvariant.tooltip.Condition,This setting is used by certain comparison shopping engines such as GoogleBase to categorize items.,1
admin.editproductvariant.tooltip.CurrentInventory,Allows you to adjust the inventory on hand for this item.,1
admin.editproductvariant.tooltip.CustomerEntersPrice,"If set to yes, the customer will be provided with a text box to enter the price they wish to pay for this item.  This is useful in situations where you want to allow customers to purchase gift cards for any amount or give donations through your website.",1
admin.editproductvariant.tooltip.CustomerEntersPricePrompt,"The message the customer will be shown asking what price they would like to pay.  For example, if this item is a donation, you might enter ""Enter the amount you would like to donate"" here.",1
admin.editproductvariant.tooltip.Dimensions,"Enter the WIDTH x HEIGHT x DEPTH as a decimal in INCHES in the format 0.00 x 0.00 x 0.00   For example, 6.5 x 10.0 x 12.75",1
admin.editproductvariant.tooltip.Download,"If set to Yes, this item will be treated as a downloadable item. After purchase, customers will (depending on your configuration settings) be either manually or automatically sent an e-mail containing a download link for this product.",1
admin.editproductvariant.tooltip.DownloadLocation,"The RELATIVE path to your downloadable file.  For example, if the download is located at http://www.yoursite.come/download/MyDownload.exe, then you would enter ""download/MyDownload.exe"" here.  If you choose to place the file in your site's download directory, and your site's OrderDownloads folder is writable, the file will be copied to a unique location in the OrderDownloads directory before the link is sent, helping to prevent customers from guessing download links.",1
admin.editproductvariant.tooltip.FreeShipping,"Indicate whether shipping for this item has a cost, is free, or is not required.",1
admin.editproductvariant.tooltip.ImageFilenameOverride,"If you wish to manually upload images for your product using your own naming convention, enter the filename you wish this item to use in the preceding field.  This image must then be MANUALLY uploaded to your site's images/ProductVariant/{image size} directory.  The filename should not contain a path, but should be entered as ""imagename.gif""",1
admin.editproductvariant.tooltip.IsTaxable,"Determines whether or not tax will be calculated on this item.  If set to false, this item's price will be excluded from any tax computations.",1
admin.editproductvariant.tooltip.MinimumQty,"Enter the minimum quantity of this item the customer is allowed to purchase.  They will not be allowed to purchase less than this amount.  If left blank, the customer may purchase any quantity.",1
admin.editproductvariant.tooltip.MSRP,The Manufacturer's Suggested Retail Price for this item.  THIS VALUE IS NOT SHOWN TO THE CUSTOMER.,1
admin.editproductvariant.tooltip.Price,Enter the normal selling price for this item.  This is the price that customers will pay if the item is not on sale and the customer does not receive any special discounts (such as promotions or customer level discounts).,1
admin.editproductvariant.tooltip.restrictedqty,"Enter a comma separated list of quantities you want this item to be restricted to.  For example, if you enter 10,20 the customer will only have a choice of purchasing 10 or 20 of these items at a time.  Instead of a quantity textbox that allows them to enter any quantity, they will receive a dropdown list of the values you enter here.  If left blank, the customer will be able to choose whatever quantity they desire.",1
admin.editproductvariant.tooltip.SalePrice,"If you wish this item to be show as ""On Sale"" enter the sale price here.  If left blank, customers will pay the normal price.",1
admin.editproductvariant.tooltip.ShippingCost,"When using Per Item shipping, this determines the cost the customer will be charged for shipping on this item.",1
admin.editproductvariant.tooltip.ShipSeparately,"If set to true, and when using realtime shipping, this option will send this item, include weight and dimensions, to the shipping provider as a separate package.  This is useful if you have large/bulky items that cannot ship in the same package as other items.",1
admin.editproductvariant.tooltip.Sizes,"If this item has a choice of size, enter them here as a comma separated list (such as Small,Medium,Large,XLarge).  If certain sizes cost more than others, you can add a price modifier as well using square brackets,  For example, if XLarge costs $3.00 more than other sizes, you can enter the sizes as Small,Medium,Large,XLarge[3.00].  If someone selects XLarge, $3.00 will be added to the price.  DO NOT ENTER SPECIAL CHARACTERS SUCH AS AMPERSANDS OR SLASHES INTO SIZES.",1
admin.editproductvariant.tooltip.SizeSkuMods,"If this item has sizes and the SKU varies by size, enter a comma separated list of the sku modifiers here.  These will be added to the end of the SKU when a customer purchases this item/size combination.  For example, if you sell Small, Medium, and Large shirts, you could enter s,m,l here, and when this item is ordered in medium, the sku would be 12345m (where ""m"" was the sku modifier you specified for medium).",1
admin.editproductvariant.tooltip.Weight,"Enter the product weight as a decimal (0.00).  While this field defaults to POUNDS, you can change the weight unit in the Localization.WeightUnits setting.  Before changing this however, ensure your shipping carrier supports being sent weights using your chosen weight unit.",1
admin.editquantitydiscount.AddNewQuantityDiscount,Create Quantity Discount,1
admin.editquantitydiscount.EditingQuantityDiscounts,Editing Quantity Discount,1
admin.editquantitydiscount.EnterQuantityDiscount,Please enter the quantity discount table name.,1
admin.editquantitydiscounttable.EnterInteger,Please enter an integer!,1
admin.editsalesprompt.CreateSalesPrompt,Create Sales Prompt,1
admin.editshippingmethod.MappedStores,Mapped Stores,1
admin.editshippingmethod.Sample,"(e.g. fedex_ground.frp, no leading slash, with extension)",1
admin.editshippingzone.AddNewShippingZone,Create Shipping Zone,1
admin.editshippingzone.EditingShippingZone,Editing Shipping Zone,1
admin.editshippingzone.EnterTarget,"Enter the target zip code prefixes to match against, e.g. 850, 851, 004-005, etc.<br/>Use a comma separated list of 3 digit prefixes.<br/>Ranges can be entered as NNN-MMM.",1
admin.editshippingzone.EnterZipCodes,One of more of the zip codes is not in valid format. Please enter the zip code(s) in the format: ##### or #####-####,1
admin.editshippingzone.ManageShippingZones,Manage Shipping Zones,1
admin.editshippingzone.ZipCodes,Zip Codes,1
admin.editshippingzone.ZoneName,Zone Name,1
admin.EditState,Editing State,1
admin.editstringresource.Edit,Edit Prompt,1
admin.editstringresource.New,Create Prompt,1
admin.edittopic.TopicName,Topic Name,1
admin.entity.IdSearch,ID,1
admin.entity.invalidRelationship.Details,"ProductID {0} is mapped to a Product Group that, through one or more parent/child Product Group mappings, is creating a circular reference (For example: ProdGroup A -> is child of -> ProdGroup B -> is child of -> ProdGroup A).",1
admin.entity.invalidRelationship.Message,Invalid Product Group relationships detected.,1
admin.entity.NameSearch,Name,1
admin.entity.Products,Products,1
admin.entity.SelectEntityType,Select Entity Type:,1
admin.entityBulkDownloadFiles.DownloadUpdate,Save Downloads,1
admin.entityBulkPrices.Format,(in format x.xx),1
admin.entityBulkPrices.PricesUpdate,Save Prices,1
admin.entityBulkSE.Patient,Please be patient. This will take a minute to validate all SE fields!,1
admin.entityBulkSE.SearchEngineUpdate,Search Engine Update,1
admin.entityBulkShipping.ShippingUpdate,Save Shipping,1
admin.entityEdit.Address2,Address 2,1
admin.entityEdit.AltText,Alt Text,1
admin.entityEdit.AptSuite,Apt/Suite #,1
admin.entityEdit.BulkProducts,Bulk Products,1
admin.entityEdit.City,City,1
admin.entityEdit.Columns,Number of products across the page,1
admin.entityEdit.DisplayFormatXmlPackage,Page Layout,1
admin.entityEdit.ExtensionData,Custom Field,1
admin.entityEdit.Fax,Fax,1
admin.entityEdit.ImageFilenameOverride,Image Filename Override,1
admin.entityEdit.Keywords,Keywords,1
admin.entityEdit.Large,Large,1
admin.entityEdit.Medium,Medium,1
admin.entityEdit.OrderProductsByLooks,Order Products By # Of Views,1
admin.entityEdit.PageSize,Page Size,1
admin.entityEdit.PageTitle,Page Title,1
admin.entityEdit.Parent,Parent,1
admin.entityEdit.QuantityDiscountTable,Quantity Discount Table,1
admin.entityEdit.ShowProductBrowser,Show in Product Browser,1
admin.entityEdit.State,State,1
admin.entityedit.tooltip.ColumnWidth,"For display formats that use a grid, this setting determins how many columns are created before creating a new row.  To avoid breaking your skin, we recommend no more than 3 to 4 for this setting, and if you use large icon pictures, you may have to set this lower.",1
admin.entityedit.tooltip.Fax,Your distributor's Fax number,1
admin.entityedit.tooltip.PageSize,"Determines how many sub-entities or products are displayed on a page when browsing this entity.  If there are more items in the entity than the page size, a page number block will be created so customers can navigate to additional pages.",1
admin.entityedit.tooltip.Phone,Your distributor's phone number,1
admin.entityedit.tooltip.Website,The url for your distributor's website,1
admin.entityedit.tooltip.XMLPackage,AspDotNetStorefront allows you to run many different templates for your product group & sub-group set. Choose the template that best suits your needs for each product group.,1
admin.entityEdit.UseSkinID,Use Skin ID,1
admin.entityEdit.UseSkinTemplate,Use Skin Template,1
admin.entityEdit.Website,Website,1
admin.entityEdit.ZipCode,Zip Code,1
admin.entityeditproduct.ToolTip.CallToOrder,"If set to true, instead of being show a form to add this item to their cart, customers will see a prompt stating ""Call to Order.""",1
admin.entityeditproduct.ToolTip.ColumnWidth,"When using an XML Package that formats variants as a grid, this setting determines how many columns of variants are created before stating a new row.",1
admin.entityeditproduct.ToolTip.Featured,Whether or not to display this product as a featured item on your home page,1
admin.entityeditproduct.ToolTip.HidePriceUntilCart,"If set to true, the price of the item will not be shown on the product page.  Customers will have to add the item to their cart to see the price.",1
admin.entityeditproduct.ToolTip.RelatedProducts,"Enter a comma separated list of Product IDs that you wish to be shown in the ""related products"" section on the product page, or leave blank for no related products.  A related product might also be referred to as a substitute product.",1
admin.entityeditproduct.ToolTip.RequiresProducts,"If this item MUST be purchased in conjunction with another item(s), enter the Product ID(s) of the required item(s) here as a comma separated list.  If a customer adds this item to the cart and the other items are not in the cart as well, they will automatically be added.",1
admin.entityeditproduct.ToolTip.RequiresTextField,"If set to true, a text box is shown on the product page that must be filled in before the item can be added to the cart.  This is useful for products that require personalization such as engraving.",1
admin.entityeditproduct.ToolTip.ShowBuyButton,"If disabled, customers will not be able to add this item to the cart as there will be no Add to Cart button.  This is useful if you are creating content pages.",1
admin.entityeditproduct.ToolTip.TrackInventoryBySizeAndColor,"Setting this to true will enable you to enter inventory levels for every size/color combination this product's variants are available in. NOTE: If you have this on for a product, it is important to clear out the Inventory for the size/color combinations before turning this setting back off.",1
admin.entityeditproduct.ToolTip.UpsellProductDiscount,"Enter a value to be used as the discount percentage, or leave blank for no discount.  If a value is entered here, if a customer chooses to add the upsell item(s) to the cart at the SAME TIME that they add the main product, the discount will be applied to the upsell items.",1
admin.entityeditproduct.ToolTip.UpsellProducts,Upsell products (sometimes referred to as accessories or add-on products) can be entered here as a comma separated list of Product IDs.  Customers will have the option of checking a checkbox to add these items to the cart at the same time they add they add the main product they are viewing.,1
admin.entityeditproduct.ToolTip.Weight,"The product's weight, which defaults to pounds.  Enter as a decimal (example: 12.5).  You can change the default weight unit using the Localization.WeightUnits setting.  If a weight is set on a product variant, it will override this setting.",1
admin.entityeditproduct.ToolTip.XMLPackage,AspDotNetStorefront allows you to run many different templates for your product/variant set. Choose the template that best suits your needs for each product.,1
admin.entitygrid.DeleteConfirm,Are you sure you want to delete this?,1
admin.entitygrid.DeleteTooltip,Delete,1
admin.entitygrid.NameTooltip,Click Here to Edit Item,1
admin.entitygrid.publish,Publish,1
admin.entitygrid.PublishTooltip,Publish,1
admin.entitygrid.UnDeleteConfirm,Are you sure you want to undelete this?,1
admin.entitygrid.UnDeleteTooltip,Un-Delete,1
admin.entitygrid.unpublish,Unpublish,1
admin.entitygrid.UnpublishTooltip,Un-Publish,1
admin.entityProducts.Clone,Clone,1
admin.entityProductVariantsOverview.VariantCloned,Variant Cloned.  The new variant is set to UNPUBLISHED.,1
admin.eventhandler.CalloutUrl,Callout URL,1
admin.eventhandler.DuplicateEventHandler,There is already another EventHandler parameter with that name!,1
admin.eventhandler.EnterEventHandler,Please enter the EventHandler Name to add.,1
admin.eventhandler.EventHandlerName,Event Handler Name,1
admin.eventhandler.EventName,Event Name,1
admin.eventhandler.SelectPackage,Select a Package,1
admin.eventhandler.XMLpackage,XML Package,1
admin.exportProductPricing.CSV,Comma Delimited (csv),1
admin.exportProductPricing.Excel,Excel (xls),1
admin.exportProductPricing.ExportPrices,Export Prices,1
admin.exportProductPricing.FilterCategory,Filter By Category,1
admin.exportProductPricing.FilterDistributor,Filter By Distributor,1
admin.exportProductPricing.FilterManufacturer,Filter By Manufacturer,1
admin.exportProductPricing.FilterSection,Filter By Department,1
admin.exportProductPricing.SelectFormat,Select Export Format,1
admin.exportProductPricing.XML,XML,1
admin.feeds.AddNewFeed,Create Feed,1
admin.feeds.Delete,Delete,1
admin.feeds.DeleteFeed,Delete Feed,1
admin.feeds.Edit,Edit,1
admin.feeds.EditFeed,Edit Feed,1
admin.feeds.Execute,Execute,1
admin.feeds.ExecuteFeed,Execute Feed,1
admin.feeds.FeedName,Feed Name,1
admin.feeds.header,Please refer to your feed provider manual for the correct values for all fields entered.,1
admin.feeds.msgconfirmdeletion,Are you sure you want to delete this feed?,1
